...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
340,S17891506,Mallard,Anas platyrhynchos,2014-04-14,09:00:00,4,90,US-MO,38.6389068,-90.2853806,203,4,2014
341,S17931688,Mallard,Anas platyrhynchos,2014-04-17,08:00:00,8,120,US-MO,38.6389068,-90.2853806,307,4,2014
342,S17944532,Mallard,Anas platyrhynchos,2014-04-18,08:45:00,6,10,US-MO,38.6389068,-90.2853806,45,4,2014
343,S18038666,Mallard,Anas platyrhynchos,2014-04-22,18:30:00,1,75,US-MO,38.6389068,-90.2853806,76,4,2014
344,S18044118,Mallard,Anas platyrhynchos,2014-04-23,12:00:00,2,45,US-MO,38.6389068,-90.2853806,62,4,2014
345,S18164541,Mallard,Anas platyrhynchos,2014-05-01,08:30:00,2,60,US-MO,38.6389068,-90.2853806,91,5,2014
346,S18178852,Mallard,Anas platyrhynchos,2014-05-02,08:15:00,4,60,US-MO,38.6389068,-90.2853806,115,5,2014
347,S18284435,Mallard,Anas platyrhynchos,2014-05-08,08:20:00,3,90,US-MO,38.6389068,-90.2853806,130,5,2014
348,S18310479,Mallard,Anas platyrhynchos,2014-05-09,18:00:00,6,60,US-MO,38.6389068,-90.2853806,87,5,2014
349,S18346956,Mallard,Anas platyrhynchos,2014-05-11,18:30:00,4,60,US-MO,38.6389068,-90.2853806,121,5,2014
350,S18767759,Mallard,Anas platyrhynchos,2014-06-12,08:30:00,8,60,US-MO,38.6389068,-90.2853806,77,6,2014
351,S19781842,Mallard,Anas platyrhynchos,2014-09-09,08:30:00,25,45,US-MO,38.6389068,-90.2853806,74,9,2014
352,S19854966,Mallard,Anas platyrhynchos,2014-09-16,18:30:00,18,45,US-MO,38.6389068,-90.2853806,58,9,2014
353,S20016034,Mallard,Anas platyrhynchos,2014-10-03,08:45:00,25,45,US-MO,38.6389068,-90.2853806,189,10,2014
354,S20047706,Mallard,Anas platyrhynchos,2014-10-06,08:45:00,12,60,US-MO,38.6389068,-90.2853806,105,10,2014
355,S20070906,Mallard,Anas platyrhynchos,2014-10-08,07:45:00,18,45,US-MO,38.6389068,-90.2853806,120,10,2014
356,S20416528,Mallard,Anas platyrhynchos,2014-11-02,11:00:00,12,30,US-MO,38.6389068,-90.2853806,32,11,2014
357,S20808342,Mallard,Anas platyrhynchos,2014-12-06,10:00:00,25,60,US-MO,38.6389068,-90.2853806,34,12,2014
358,S20893308,Mallard,Anas platyrhynchos,2014-12-13,10:30:00,30,120,US-MO,38.6389068,-90.2853806,144,12,2014
359,S20974801,Mallard,Anas platyrhynchos,2014-12-21,09:15:00,35,165,US-MO,38.6389068,-90.2853806,157,12,2014
360,S20987277,Mallard,Anas platyrhynchos,2014-12-22,09:30:00,40,60,US-MO,38.6389068,-90.2853806,177,12,2014
361,S20997656,Mallard,Anas platyrhynchos,2014-12-23,08:30:00,35,30,US-MO,38.6389068,-90.2853806,74,12,2014
362,S21095947,Mallard,Anas platyrhynchos,2014-12-31,08:00:00,65,120,US-MO,38.6389068,-90.2853806,322,12,2014
363,S21145290,Mallard,Anas platyrhynchos,2015-01-02,09:00:00,25,5,US-MO,38.6389068,-90.2853806,119,1,2015
364,S21322331,Mallard,Anas platyrhynchos,2015-01-12,09:20:00,45,30,US-MO,38.6389068,-90.2853806,195,1,2015
365,S21350144,Mallard,Anas platyrhynchos,2015-01-14,02:30:00,55,60,US-MO,38.6389068,-90.2853806,152,1,2015
366,S21378003,Mallard,Anas platyrhynchos,2015-01-16,16:45:00,22,15,US-MO,38.6389068,-90.2853806,59,1,2015
367,S21419958,Mallard,Anas platyrhynchos,2015-01-19,08:30:00,12,0,US-MO,38.6389068,-90.2853806,25,1,2015
368,S21499852,Mallard,Anas platyrhynchos,2015-01-22,10:30:00,12,30,US-MO,38.6389068,-90.2853806,85,1,2015
369,S22257298,Mallard,Anas platyrhynchos,2015-03-09,13:00:00,18,20,US-MO,38.6389068,-90.2853806,51,3,2015
370,S22360906,Mallard,Anas platyrhynchos,2015-03-15,09:00:00,16,120,US-MO,38.6389068,-90.2853806,157,3,2015
371,S22387893,Mallard,Anas platyrhynchos,2015-03-16,18:00:00,2,30,US-MO,38.6389068,-90.2853806,35,3,2015
372,S22729778,Mallard,Anas platyrhynchos,2015-04-06,18:30:00,4,45,US-MO,38.6389068,-90.2853806,44,4,2015
373,S22776681,Mallard,Anas platyrhynchos,2015-04-09,18:20:00,2,25,US-MO,38.6389068,-90.2853806,42,4,2015
374,S23140528,Mallard,Anas platyrhynchos,2015-04-30,07:00:00,8,105,US-MO,38.6389068,-90.2853806,150,4,2015
375,S23261547,Mallard,Anas platyrhynchos,2015-05-05,19:00:00,6,45,US-MO,38.6389068,-90.2853806,54,5,2015
376,S23471799,Mallard,Anas platyrhynchos,2015-05-13,08:00:00,6,120,US-MO,38.6389068,-90.2853806,81,5,2015
377,S23465605,Mallard,Anas platyrhynchos,2015-05-15,18:30:00,6,30,US-MO,38.6389068,-90.2853806,104,5,2015
378,S25963234,Mallard,Anas platyrhynchos,2015-11-22,08:30:00,8,45,US-MO,38.6389068,-90.2853806,78,11,2015
379,S29265867,Mallard,Anas platyrhynchos,2016-04-27,08:00:00,2,45,US-MO,38.6389068,-90.2853806,87,4,2016
380,S29505290,Mallard,Anas platyrhynchos,2016-05-08,13:30:00,4,90,US-MO,38.6383932,-90.267979,43,5,2016
381,S31926545,Mallard,Anas platyrhynchos,2016-10-06,12:00:00,2,60,US-MO,38.6389068,-90.2853806,82,10,2016
382,S32025863,Mallard,Anas platyrhynchos,2016-10-13,13:15:00,4,60,US-MO,38.6389068,-90.2853806,32,10,2016
383,S33616660,Mallard,Anas platyrhynchos,2017-01-12,07:00:00,12,90,US-MO,38.6389068,-90.2853806,272,1,2017
384,S33780633,Mallard,Anas platyrhynchos,2017-01-19,07:01:00,8,56,US-MO,38.6389068,-90.2853806,240,1,2017
385,S33809874,Mallard,Anas platyrhynchos,2017-01-20,16:26:00,12,59,US-MO,38.6389068,-90.2853806,188,1,2017
386,S35533959,Mallard,Anas platyrhynchos,2017-03-30,07:05:00,15,100,US-MO,38.6389068,-90.2853806,283,3,2017
387,S35698031,Mallard,Anas platyrhynchos,2017-04-04,07:00:00,10,127,US-MO,38.6389068,-90.2853806,369,4,2017
388,S35861224,Mallard,Anas platyrhynchos,2017-04-10,18:06:00,2,68,US-MO,38.6389068,-90.2853806,28,4,2017
389,S35918417,Mallard,Anas platyrhynchos,2017-04-13,06:59:00,5,109,US-MO,38.6389068,-90.2853806,247,4,2017
390,S35959752,Mallard,Anas platyrhynchos,2017-04-14,17:47:00,1,88,US-MO,38.6389068,-90.2853806,53,4,2017
391,S36118134,Mallard,Anas platyrhynchos,2017-04-20,07:00:00,5,98,US-MO,38.6389068,-90.2853806,237,4,2017
392,S36198905,Mallard,Anas platyrhynchos,2017-04-23,08:13:00,4,173,US-MO,38.6389068,-90.2853806,137,4,2017
393,S36305628,Mallard,Anas platyrhynchos,2017-04-27,06:56:00,4,121,US-MO,38.6389068,-90.2853806,260,4,2017
394,S36497526,Mallard,Anas platyrhynchos,2017-05-02,18:56:00,1,58,US-MO,38.6389068,-90.2853806,40,5,2017
395,S36840525,Mallard,Anas platyrhynchos,2017-05-13,18:00:00,3,45,US-MO,38.6389068,-90.2853806,114,5,2017
396,S36956314,Mallard,Anas platyrhynchos,2017-05-18,07:04:00,10,126,US-MO,38.6389068,-90.2853806,140,5,2017
397,S37374545,Mallard,Anas platyrhynchos,2017-06-04,07:53:00,2,118,US-MO,38.6389068,-90.2853806,108,6,2017
398,S38541052,Mallard,Anas platyrhynchos,2017-08-08,07:05:00,45,85,US-MO,38.6389068,-90.2853806,281,8,2017
399,S42135357,Mallard,Anas platyrhynchos,2018-01-21,13:37:00,21,127,US-MO,38.6389068,-90.2853806,275,1,2018
400,S42619189,Mallard,Anas platyrhynchos,2018-02-09,12:43:00,6,25,US-MO,38.6389068,-90.2853806,22,2,2018
401,S44103398,Mallard,Anas platyrhynchos,2018-03-30,19:12:00,15,32,US-MO,38.6389068,-90.2853806,104,3,2018
402,S45158368,Mallard,Anas platyrhynchos,2018-05-01,18:23:00,4,86,US-MO,38.6389068,-90.2853806,67,5,2018
403,S49551085,Mallard,Anas platyrhynchos,2018-10-25,13:30:00,6,70,US-MO,38.6389068,-90.2853806,63,10,2018
404,S89689436,Mallard,Anas platyrhynchos,2021-06-05,17:55:00,2,85,US-MO,38.6383932,-90.267979,56,6,2021
405,S89715685,Mallard,Anas platyrhynchos,2021-06-06,08:01:00,2,74,US-MO,38.6389068,-90.2853806,57,6,2021
406,S17251602,Mallard,Anas platyrhynchos,2014-03-01,12:30:00,2,60,US-MO,38.63304,-90.29158,58,3,2014
407,S36599002,Mallard,Anas platyrhynchos,2017-05-06,16:10:00,2,42,US-MO,38.6259678,-90.1853703,39,5,2017
408,S13421647,Mallard,Anas platyrhynchos,2013-03-16,14:00:00,4,0,US-MO,38.6129807,-90.2593803,106,3,2013
409,S17575595,Mallard,Anas platyrhynchos,2014-03-23,15:30:00,2,90,US-MO,38.6129807,-90.2593803,123,3,2014
410,S18317547,Mallard,Anas platyrhynchos,2014-05-10,07:30:00,2,240,US-MO,38.6129807,-90.2593803,130,5,2014
411,S21011399,Mallard,Anas platyrhynchos,2014-12-24,12:00:00,2,120,US-MO,38.6129807,-90.2593803,48,12,2014
412,S22239405,Mallard,Anas platyrhynchos,2015-03-08,11:45:00,12,120,US-MO,38.6129807,-90.2593803,75,3,2015
413,S22828782,Mallard,Anas platyrhynchos,2015-04-12,11:00:00,6,150,US-MO,38.6129807,-90.2593803,112,4,2015
414,S23326412,Mallard,Anas platyrhynchos,2015-05-09,07:00:00,5,180,US-MO,38.6129807,-90.2593803,134,5,2015
415,S28837436,Mallard,Anas platyrhynchos,2016-04-09,09:15:00,4,120,US-MO,38.6129807,-90.2593803,60,4,2016
416,S37507879,Mallard,Anas platyrhynchos,2017-06-10,08:50:00,2,90,US-MO,38.6129807,-90.2593803,56,6,2017
417,S41266689,Mallard,Anas platyrhynchos,2017-12-23,08:41:00,21,80,US-MO,38.6129807,-90.2593803,58,12,2017
418,S43760440,Mallard,Anas platyrhynchos,2018-03-18,15:54:00,2,71,US-MO,38.6129807,-90.2593803,74,3,2018
419,S44377158,Mallard,Anas platyrhynchos,2018-04-08,16:11:00,4,62,US-MO,38.6129807,-90.2593803,53,4,2018
420,S45362421,Mallard,Anas platyrhynchos,2018-05-06,09:35:00,3,134,US-MO,38.6129807,-90.2593803,86,5,2018
421,S38628943,Mallard,Anas platyrhynchos,2017-08-13,15:48:00,24,55,US-MO,38.5605873,-90.2872912,164,8,2017
422,S17873207,Mallard,Anas platyrhynchos,2014-04-13,10:45:00,2,150,US-MO,38.6066358,-90.2582139,198,4,2014
423,S19661218,Mallard,Anas platyrhynchos,2014-09-01,09:00:00,15,120,US-MO,38.6066358,-90.2582139,43,9,2014
424,S21127561,Mallard,Anas platyrhynchos,2015-01-01,14:30:00,3,90,US-MO,38.6066358,-90.2582139,151,1,2015
425,S23175611,Mallard,Anas platyrhynchos,2015-05-02,06:50:00,1,105,US-MO,38.6066358,-90.2582139,103,5,2015
426,S36184977,Mallard,Anas platyrhynchos,2017-04-22,18:16:00,2,88,US-MO,38.6066358,-90.2582139,64,4,2017
427,S37165903,Mallard,Anas platyrhynchos,2017-05-26,18:09:00,3,69,US-MO,38.6066358,-90.2582139,79,5,2017
428,S21381789,Mallard,Anas platyrhynchos,2015-01-17,11:30:00,200,90,US-MO,38.5708329,-90.3004558,253,1,2015
429,S65566629,Mallard,Anas platyrhynchos,2020-03-08,10:28:00,2,24,US-OK,36.152075,-95.9778614,35,3,2020
430,S65902721,Mallard,Anas platyrhynchos,2020-03-17,11:41:00,2,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
431,S66184821,Mallard,Anas platyrhynchos,2020-03-24,18:09:00,2,58,US-OK,36.1431952,-95.9334761,3154,3,2020
432,S84766529,Mallard,Anas platyrhynchos,2021-04-04,11:17:00,1,32,US-OK,36.1433479,-95.9096313,37,4,2021
433,S68152310,Mallard,Anas platyrhynchos,2020-04-30,19:12:00,2,13,US-OK,36.1514978,-95.9796871,33,4,2020
434,S68100906,Mallard,Anas platyrhynchos,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
435,S68187140,Mallard,Anas platyrhynchos,2020-05-01,10:02:00,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
436,S88201182,Mallard,Anas platyrhynchos,2021-05-15,13:20:00,5,72,US-OK,36.2222811,-95.9239566,33,5,2021
437,S64885073,Mallard,Anas platyrhynchos,2020-02-20,15:59:00,50,93,US-OK,36.116064,-95.98525,200,2,2020
438,S99973704,Mallard,Anas platyrhynchos,2022-01-02,16:08:00,20,25,US-OK,36.215678,-95.933325,582,1,2022
439,S51186467,Mallard,Anas platyrhynchos,2019-01-01,15:57:00,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
440,S65697899,Mallard,Anas platyrhynchos,2020-03-11,18:58:00,1,47,US-OK,36.1166302,-95.9907184,281,3,2020
441,S66376442,Mallard,Anas platyrhynchos,2020-03-29,13:51:00,2,30,US-OK,36.1431728,-96.2771857,59,3,2020
442,S64885077,Mallard,Anas platyrhynchos,2020-02-22,14:52:00,100,56,US-OK,35.813121,-95.405804,658,2,2020
443,S64885104,Mallard,Anas platyrhynchos,2020-02-22,09:33:00,3,45,US-OK,35.872406,-95.401213,153,2,2020
444,S82037948,Mallard,Anas platyrhynchos,2021-02-20,17:15:00,250,4,US-OK,35.9664503,-95.4937384,696,2,2021
